drift_uscg_2019_1.dat
19641701 054900 6  25   0   30  175.0208  -70.16037  41.190765 -1.0 17.8
19641701 054900 6  25   0   40  175.0278  -70.16037  41.190765 -1.0 17.8
19641701 054900 6  25   0   50  175.0347  -70.16037  41.190765 -1.0 17.8
19641701 054900 6  25   1   0  175.0417  -70.16037  41.190765 -1.0 17.7
19641701 054900 6  25   1   10  175.0486  -70.16037  41.190765 -1.0 17.7
19641701 054900 6  25   1   20  175.0556  -70.16037  41.190765 -1.0 17.7
19641701 054900 6  25   1   30  175.0625  -70.16037  41.190765 -1.0 17.7
19641701 054900 6  25   1   40  175.0694  -70.16037  41.190765 -1.0 17.7
19641701 054900 6  25   1   50  175.0764  -70.16037  41.190765 -1.0 17.6
19641701 054900 6  25   2   0  175.0833  -70.16037  41.190765 -1.0 17.6
19641701 054900 6  25   2   10  175.0903  -70.16037  41.190765 -1.0 17.5
19641701 054900 6  25   2   20  175.0972  -70.16037  41.190765 -1.0 17.5
19641701 054900 6  25   2   30  175.1042  -70.16037  41.190765 -1.0 17.4
19641701 054900 6  25   2   40  175.1111  -70.16037  41.190765 -1.0 17.4
19641701 054900 6  25   2   50  175.1181  -70.16037  41.190765 -1.0 17.4
19641701 054900 6  25   3   0  175.1250  -70.16037  41.190765 -1.0 17.4
19641701 054900 6  25   3   10  175.1319  -70.16037  41.190765 -1.0 17.4
19641701 054900 6  25   3   20  175.1389  -70.16037  41.190765 -1.0 17.3
19641701 054900 6  25   3   30  175.1458  -70.16037  41.190765 -1.0 17.3
19641701 054900 6  25   3   40  175.1528  -70.16037  41.190765 -1.0 17.3
19641701 054900 6  25   3   50  175.1597  -70.16037  41.190765 -1.0 17.2
19641701 054900 6  25   4   0  175.1667  -70.16037  41.190765 -1.0 17.1
19641701 054900 6  25   4   10  175.1736  -70.16037  41.190765 -1.0 16.9
19641701 054900 6  25   4   10  175.1736  -70.16037  41.190765 -1.0 16.9
19641701 054900 6  25   4   20  175.1806  -70.16037  41.190765 -1.0 16.7
19641701 054900 6  25   4   30  175.1875  -70.16037  41.190765 -1.0 16.6
19641701 054900 6  25   4   40  175.1944  -70.16037  41.190765 -1.0 16.7
19641701 054900 6  25   4   50  175.2014  -70.16037  41.190765 -1.0 16.7
19641701 054900 6  25   5   0  175.2083  -70.16037  41.190765 -1.0 16.6
19641701 054900 6  25   5   10  175.2153  -70.16037  41.190765 -1.0 16.6
19641701 054900 6  25   5   20  175.2222  -70.16037  41.190765 -1.0 16.6
19641701 054900 6  25   5   30  175.2292  -70.16037  41.190765 -1.0 16.5
19641701 054900 6  25   5   40  175.2361  -70.16037  41.190765 -1.0 16.5
19641701 054900 6  25   5   50  175.2431  -70.16037  41.190765 -1.0 16.5
19641701 054900 6  25   6   0  175.2500  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   6   10  175.2569  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   6   20  175.2639  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   6   30  175.2708  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   6   50  175.2847  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   7   0  175.2917  -70.16037  41.190765 -1.0 16.3
19641701 054900 6  25   7   10  175.2986  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   7   30  175.3125  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   7   30  175.3125  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   8   0  175.3333  -70.16037  41.190765 -1.0 16.2
19641701 054900 6  25   8   30  175.3542  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   9   0  175.3750  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   9   30  175.3958  -70.16037  41.190765 -1.0 16.4
19641701 054900 6  25   10   0  175.4167  -70.16037  41.190765 -1.0 16.6
19641701 054900 6  25   10   30  175.4375  -70.16037  41.190765 -1.0 16.5
19641701 054900 6  25   11   0  175.4583  -70.16037  41.190765 -1.0 16.6
19641701 054900 6  25   11   30  175.4792  -70.16037  41.190765 -1.0 16.7
19641701 054900 6  25   12   0  175.5000  -70.16037  41.190765 -1.0 16.6
19641701 054900 6  25   12   30  175.5208  -70.16037  41.190765 -1.0 16.6
19641701 054900 6  25   13   0  175.5417  -70.16037  41.190765 -1.0 16.7
19641701 054900 6  25   13   30  175.5625  -70.16037  41.190765 -1.0 16.7
19641701 054900 6  25   14   0  175.5833  -70.16037  41.190765 -1.0 16.9
19641701 054900 6  25   14   30  175.6042  -70.16037  41.190765 -1.0 17.2
19641701 054900 6  25   15   0  175.6250  -70.16037  41.190765 -1.0 17.4
19641701 054900 6  25   15   30  175.6458  -70.16037  41.190765 -1.0 17.7
19641701 054900 6  25   16   0  175.6667  -70.16037  41.190765 -1.0 17.6
19641701 054900 6  25   16   30  175.6875  -70.16037  41.190765 -1.0 17.3
19641701 054900 6  25   17   0  175.7083  -70.16037  41.190765 -1.0 17.5
19641701 054900 7  3   2   30  183.1042  -70.16037  41.190765 -1.0 20.3
19641701 054900 7  3   3   0  183.1250  -70.16037  41.190765 -1.0 20.3
19641701 054900 7  3   3   30  183.1458  -70.16037  41.190765 -1.0 20.3
19641701 054900 7  3   4   0  183.1667  -70.16037  41.190765 -1.0 20.3
19641701 054900 7  3   4   30  183.1875  -70.16037  41.190765 -1.0 20.3
19641701 054900 7  3   5   0  183.2083  -70.16037  41.190765 -1.0 20.3
19641701 054900 7  3   5   30  183.2292  -70.16037  41.190765 -1.0 20.3
19641701 054900 7  3   6   0  183.2500  -70.16037  41.190765 -1.0 20.2
19641701 054900 7  3   10   30  183.4375  -70.16037  41.190765 -1.0 20.3
19641701 054900 7  3   13   30  183.5625  -70.223236  41.442142 -1.0 21.3
19641701 054900 7  3   14   0  183.5833  -70.206894  41.443172 -1.0 21.8
19641701 054900 7  3   14   30  183.6042  -70.19296  41.443863 -1.0 21.7
19641701 054900 7  3   15   30  183.6458  -70.173615  41.4424 -1.0 22.7
19641701 054900 7  3   16   0  183.6667  -70.17164  41.440334 -1.0 22.5
19641701 054900 7  3   19   30  183.8125  -70.17473  41.4381 -1.0 21.7
19641701 054900 7  3   20   0  183.8333  -70.17473  41.4381 -1.0 21.8
19641701 054900 7  3   20   30  183.8542  -70.17473  41.4381 -1.0 21.7
19641701 054900 7  3   21   0  183.8750  -70.17473  41.4381 -1.0 21.5
19641701 054900 7  3   21   30  183.8958  -70.29969  41.440422 -1.0 21.7
19641701 054900 7  3   22   0  183.9167  -70.3033  41.443 -1.0 21.4
19641701 054900 7  4   14   8  184.5889  -70.27036  41.49254 -1.0 21.3
19641701 054900 7  4   14   10  184.5903  -70.27036  41.49254 -1.0 21.8
19641701 054900 7  4   14   20  184.5972  -70.26443  41.494343 -1.0 21.9
19641701 054900 7  4   14   30  184.6042  -70.26443  41.494343 -1.0 21.9
19641701 054900 7  5   1   40  185.0694  -70.19399  41.538204 -1.0 21.9
19641701 054900 7  5   1   50  185.0764  -70.18901  41.53915 -1.0 20.8
19641701 054900 7  5   2   0  185.0833  -70.18901  41.53915 -1.0 20.7
19641701 054900 7  5   2   10  185.0903  -70.18901  41.53915 -1.0 20.7
19641701 054900 7  5   2   20  185.0972  -70.18901  41.53915 -1.0 20.7
19641701 054900 7  5   2   30  185.1042  -70.18901  41.53915 -1.0 20.7
19641701 054900 7  5   2   40  185.1111  -70.17378  41.541473 -1.0 20.6
19641701 054900 7  5   2   50  185.1181  -70.17378  41.541473 -1.0 20.6
19641701 054900 7  5   3   0  185.1250  -70.17378  41.541473 -1.0 20.6
19641701 054900 7  5   3   10  185.1319  -70.17378  41.541473 -1.0 20.6
19641701 054900 7  5   3   20  185.1389  -70.17378  41.541473 -1.0 20.6
19641701 054900 7  5   3   30  185.1458  -70.17378  41.541473 -1.0 20.6
19641701 054900 7  5   3   40  185.1528  -70.17378  41.541473 -1.0 20.5
19641701 054900 7  5   3   50  185.1597  -70.17378  41.541473 -1.0 20.5
19641701 054900 7  5   4   0  185.1667  -70.17378  41.541473 -1.0 20.5
19641701 054900 7  5   4   10  185.1736  -70.17378  41.541473 -1.0 20.4
19641701 054900 7  5   4   20  185.1806  -70.17378  41.541473 -1.0 20.3
19641701 054900 7  5   4   30  185.1875  -70.17378  41.541473 -1.0 20.2
19641701 054900 7  5   4   40  185.1944  -70.17378  41.541473 -1.0 20.2
19641701 054900 7  5   4   50  185.2014  -70.17378  41.541473 -1.0 20.2
19641701 054900 7  5   5   0  185.2083  -70.17378  41.541473 -1.0 20.2
19641701 054900 7  5   5   10  185.2153  -70.17378  41.541473 -1.0 20.2
19641701 054900 7  5   5   20  185.2222  -70.17378  41.541473 -1.0 20.1
19641701 054900 7  5   5   30  185.2292  -70.17378  41.541473 -1.0 20.1
19641701 054900 7  5   5   40  185.2361  -70.17378  41.541473 -1.0 20.1
19641701 054900 7  5   5   50  185.2431  -70.158394  41.54534 -1.0 20.1
19641701 054900 7  5   6   0  185.2500  -70.158394  41.54534 -1.0 20.2
19641701 054900 7  5   6   10  185.2569  -70.16269  41.54543 -1.0 20.2
19641701 054900 7  5   6   20  185.2639  -70.16553  41.5456 -1.0 20.2
19641701 054900 7  5   6   30  185.2708  -70.16854  41.545944 -1.0 20.2
19641701 054900 7  5   6   40  185.2778  -70.16854  41.545944 -1.0 20.2
19641701 054900 7  5   6   50  185.2847  -70.16854  41.545944 -1.0 20.2
19641701 054900 7  5   7   0  185.2917  -70.17714  41.54732 -1.0 20.2
19641701 054900 7  5   7   10  185.2986  -70.17714  41.54732 -1.0 20.1
19641701 054900 7  5   7   20  185.3056  -70.17714  41.54732 -1.0 20.1
19641701 054900 7  5   7   30  185.3125  -70.17714  41.54732 -1.0 20.2
19641701 054900 7  5   7   40  185.3194  -70.17714  41.54732 -1.0 20.2
19641701 054900 7  5   7   50  185.3264  -70.17714  41.54732 -1.0 20.1
19641701 054900 7  5   8   0  185.3333  -70.17714  41.54732 -1.0 20.1
19641701 054900 7  5   8   10  185.3403  -70.17714  41.54732 -1.0 20.2
19641701 054900 7  5   8   20  185.3472  -70.17714  41.54732 -1.0 20.2
19641701 054900 7  5   8   30  185.3542  -70.17714  41.54732 -1.0 20.2
19641701 054900 7  5   8   40  185.3611  -70.17714  41.54732 -1.0 20.8
19641701 054900 7  5   8   50  185.3681  -70.17714  41.54732 -1.0 20.9
19641701 054900 7  5   9   0  185.3750  -70.17714  41.54732 -1.0 20.5
19641701 054900 7  5   9   10  185.3819  -70.17714  41.54732 -1.0 20.4
19641701 054900 7  5   9   20  185.3889  -70.17714  41.54732 -1.0 20.3
19641701 054900 7  5   9   30  185.3958  -70.17714  41.54732 -1.0 20.3
19641701 054900 7  5   9   40  185.4028  -70.17714  41.54732 -1.0 20.4
19641701 054900 7  5   9   50  185.4097  -70.22573  41.542763 -1.0 20.4
19641701 054900 7  5   10   0  185.4167  -70.22573  41.542763 -1.0 20.4
19641701 054900 7  5   10   10  185.4236  -70.22573  41.542763 -1.0 20.5
19641701 054900 7  5   10   20  185.4306  -70.22573  41.542763 -1.0 20.5
19641701 054900 7  5   10   30  185.4375  -70.23218  41.540356 -1.0 20.5
19641701 054900 7  5   10   40  185.4444  -70.2333  41.54001 -1.0 20.4
19641701 054900 7  5   10   50  185.4514  -70.2333  41.54001 -1.0 20.4
19641701 054900 7  5   11   0  185.4583  -70.2333  41.54001 -1.0 20.5
19641701 054900 7  5   11   20  185.4722  -70.23459  41.539234 -1.0 20.7
19641701 054900 7  5   13   10  185.5486  -70.23459  41.539234 -1.0 21.1
19032771 054940 10  17   14   11  289.5910  -77.24428  32.67255 -1.0 23.4
19032771 054940 10  17   14   20  289.5972  -77.24428  32.67255 -1.0 27.8
19032771 054940 10  17   14   30  289.6042  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  17   14   40  289.6111  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  17   14   50  289.6181  -77.24428  32.67255 -1.0 28.2
19032771 054940 10  17   15   0  289.6250  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   15   10  289.6319  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   15   20  289.6389  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   15   30  289.6458  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   15   40  289.6528  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   15   50  289.6597  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   16   0  289.6667  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   16   10  289.6736  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   16   20  289.6806  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   16   30  289.6875  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   16   40  289.6944  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   16   50  289.7014  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   17   0  289.7083  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   17   10  289.7153  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   17   20  289.7222  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   17   30  289.7292  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   17   40  289.7361  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   17   50  289.7431  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   18   0  289.7500  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   18   10  289.7569  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   18   20  289.7639  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   18   30  289.7708  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   18   40  289.7778  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   18   50  289.7847  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   19   0  289.7917  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   19   10  289.7986  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   19   20  289.8056  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   19   30  289.8125  -77.24428  32.67255 -1.0 28.5
19032771 054940 10  17   19   40  289.8194  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   19   50  289.8264  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   20   0  289.8333  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   20   10  289.8403  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   20   20  289.8472  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   20   30  289.8542  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   20   40  289.8611  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   20   50  289.8681  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   21   0  289.8750  -77.24428  32.67255 -1.0 28.4
19032771 054940 10  17   21   10  289.8819  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   21   20  289.8889  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   21   30  289.8958  -77.24428  32.67255 -1.0 28.3
19032771 054940 10  17   21   40  289.9028  -77.24428  32.67255 -1.0 28.2
19032771 054940 10  17   21   50  289.9097  -77.24428  32.67255 -1.0 28.2
19032771 054940 10  17   22   0  289.9167  -77.24428  32.67255 -1.0 28.2
19032771 054940 10  17   22   10  289.9236  -77.24428  32.67255 -1.0 28.2
19032771 054940 10  17   22   20  289.9306  -77.24428  32.67255 -1.0 28.2
19032771 054940 10  17   22   30  289.9375  -77.24428  32.67255 -1.0 28.2
19032771 054940 10  17   22   40  289.9444  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  17   22   50  289.9514  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  17   23   0  289.9583  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  17   23   10  289.9653  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  17   23   20  289.9722  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  17   23   30  289.9792  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  17   23   40  289.9861  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  17   23   50  289.9931  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  18   0   0  290.0000  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  18   0   10  290.0069  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  18   0   20  290.0139  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  18   0   30  290.0208  -77.24428  32.67255 -1.0 28.1
19032771 054940 10  18   0   40  290.0278  -77.24428  32.67255 -1.0 28.0
19032771 054940 10  18   0   50  290.0347  -77.24428  32.67255 -1.0 28.0
19032771 054940 10  18   1   0  290.0417  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   1   10  290.0486  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   1   20  290.0556  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   1   30  290.0625  -76.782974  32.991093 -1.0 28.1
19032771 054940 10  18   1   40  290.0694  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   1   50  290.0764  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   2   0  290.0833  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   2   10  290.0903  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   2   20  290.0972  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   2   30  290.1042  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   2   40  290.1111  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   2   50  290.1181  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   3   0  290.1250  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   3   10  290.1319  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   3   20  290.1389  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   3   30  290.1458  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   3   40  290.1528  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   3   50  290.1597  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   4   0  290.1667  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   4   10  290.1736  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   4   20  290.1806  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   4   30  290.1875  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   4   40  290.1944  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   4   50  290.2014  -76.782974  32.991093 -1.0 28.0
19032771 054940 10  18   5   0  290.2083  -76.63376  33.07675 -1.0 28.0
19032771 054940 10  18   5   10  290.2153  -76.63376  33.07675 -1.0 28.0
19032771 054940 10  18   5   20  290.2222  -76.63376  33.07675 -1.0 28.0
19032771 054940 10  18   5   30  290.2292  -76.63376  33.07675 -1.0 27.9
19032771 054940 10  18   5   40  290.2361  -76.63376  33.07675 -1.0 28.0
19032771 054940 10  18   5   50  290.2431  -76.63376  33.07675 -1.0 28.0
19032771 054940 10  18   6   0  290.2500  -76.63376  33.07675 -1.0 28.0
19032771 054940 10  18   6   10  290.2569  -76.63376  33.07675 -1.0 28.0
19032771 054940 10  18   6   20  290.2639  -76.63376  33.07675 -1.0 28.0
19032771 054940 10  18   6   30  290.2708  -76.63376  33.07675 -1.0 28.0
19032771 054940 10  18   6   40  290.2778  -76.63376  33.07675 -1.0 28.0
